u_id,u_teamid,belief1,belief2,belief3,belief4,belief5,belief6,belief7,topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9,stat1,stat2,stat3,stat4,stat5,stat6,stat7,pro_immigrant,Group.1,Hsup,stats,topic,belief,immig,concl
6,2,3,3,3,3,3,3,3,3,1,3,4,1,1,0,0,1,4,4,4,9,5,2,3,4,2,0,0.8827607412177937,0.5851683265177301,0.41567670777258214,-0.29655172413793185,-0.20975056689342464
60,30,3,3,2,2,3,3,3,3,3,1,5,1,0,0,0,0,2,2,4,4,4,1,3,3,30,0,-0.08117998498090384,0.1579805421943843,0.14863278878299546,-1.2965517241379299,-0.20975056689342303
61,31,3,3,3,3,3,3,3,3,3,3,4,1,1,1,0,1,4,4,3,12,5,3,3,5,31,0,1.0995959345207356,1.2101716691905307,0.43066502238222387,0.7034482758620695,-0.20975056689342472
62,32,2,3,2,2,2,2,2,1,1,1,5,1,0,0,0,0,4,4,4,1,5,1,2,6,32,0,0.429900117620541,-0.08770196289440167,-0.3850489391919166,1.703448275862068,-0.20975056689342414
63,32,3,3,2,3,3,4,2,2,1,1,2,1,0,0,0,0,4,4,4,1,3,1,2,3,32,0,-0.1459661103513904,-0.14912335944959249,0.27500380007254593,-1.296551724137931,-0.2097505668934235
64,32,3,3,3,3,3,3,3,3,1,2,4,0,0,0,0,0,3,4,3,6,4,3,3,5,32,0,0.3217676431931581,-0.02164737180950988,0.4348218505711058,0.7034482758620698,-0.2097505668934236
67,33,3,3,3,3,3,3,3,3,1,1,5,1,0,0,0,0,2,4,2,1,4,1,3,6,33,0,-0.118766647435266,-0.01202209052814617,0.45743134336528957,1.7034482758620693,-0.209750566893423
68,34,2,3,3,2,4,4,3,3,1,3,5,1,1,0,0,0,2,2,4,4,2,1,1,5,34,0,-0.8066231193841075,0.3270418966290938,0.2674422435656714,0.7034482758620725,-0.2097505668934245
69,34,2,3,2,3,3,4,3,1,1,1,1,0,0,0,0,0,3,3,4,12,5,3,2,3,34,0,0.48808678528237137,-0.27973088786344535,0.1517889274665121,-1.296551724137934,-0.2097505668934244
7,3,2,3,2,2,2,3,3,1,1,1,4,1,0,0,0,0,3,4,3,1,3,1,1,5,3,0,-0.45079603844521393,-0.19282171211273974,-0.2186651852683506,0.7034482758620694,-0.209750566893424
70,35,2,3,2,2,2,4,2,1,1,3,5,1,1,0,0,0,3,3,4,1,3,1,1,3,35,0,-0.39592121152632986,0.2547891833679406,-0.30847085737006863,-1.2965517241379316,-0.20975056689342553
71,35,2,3,2,2,3,4,3,1,2,2,4,0,0,0,0,0,4,4,3,2,4,1,1,6,35,0,-0.007873025134187564,-0.10849704464370911,0.009826876478416745,1.7034482758620688,-0.2097505668934246
72,36,2,3,2,2,2,2,2,1,2,1,3,1,0,0,0,0,4,4,4,4,5,2,3,1,36,0,0.6680702243187273,-0.01983849807159528,-0.4564537257198266,-3.2965517241379345,-0.20975056689342422
73,37,2,3,2,2,3,2,3,1,1,3,3,1,0,0,0,0,3,3,3,12,4,1,3,5,37,0.6666666666666666,0.23663922190427253,0.038300894060261124,-0.1086897445683129,0.7034482758620699,0.4569160997732422
74,37,3,3,2,2,3,2,3,3,3,3,5,1,1,1,0,0,4,4,4,12,5,1,3,6,37,0.6666666666666666,0.9937411303251016,1.1529815837045523,0.12315296353793273,1.7034482758620704,0.4569160997732434
